x,y,L
0.0,1.0,0.1
0.02040816326530612,1.0795501874219076,0.1
0.04081632653061224,1.154935443565181,0.1
0.061224489795918366,1.226155768429821,0.1
0.08163265306122448,1.2932111620158269,0.1
0.1020408163265306,1.3561016243231987,0.1
0.12244897959183673,1.4148271553519367,0.1
0.14285714285714285,1.469387755102041,0.1
0.16326530612244897,1.519783423573511,0.1
0.18367346938775508,1.5660141607663474,0.1
0.2040816326530612,1.6080799666805499,0.1
0.22448979591836732,1.6459808413161183,0.1
0.24489795918367346,1.6797167846730527,0.1
0.26530612244897955,1.7092877967513536,0.1
0.2857142857142857,1.7346938775510203,0.1
0.3061224489795918,1.7559350270720535,0.1
0.32653061224489793,1.7730112453144524,0.1
0.3469387755102041,1.7859225322782173,0.1
0.36734693877551017,1.7946688879633486,0.1
0.3877551020408163,1.799250312369846,0.1
0.4081632653061224,1.7996668054977092,0.1
0.42857142857142855,1.7959183673469385,0.1
0.44897959183673464,1.7880049979175343,0.1
0.4693877551020408,1.775926697209496,0.1
0.4897959183673469,1.7596834652228237,0.1
0.5102040816326531,1.7392753019575178,0.1
0.5306122448979591,1.7147022074135778,0.1
0.5510204081632653,1.6859641815910038,0.1
0.5714285714285714,1.6530612244897962,0.1
0.5918367346938775,1.615993336109954,0.1
0.6122448979591836,1.5747605164514789,0.1
0.6326530612244897,1.5293627655143691,0.1
0.6530612244897959,1.4798000832986258,0.1
0.673469387755102,1.4260724698042482,0.1
0.6938775510204082,1.368179925031237,0.1
0.7142857142857142,1.3061224489795922,0.1
0.7346938775510203,1.2399000416493131,0.1
0.7551020408163265,1.1695127030404,0.1
0.7755102040816326,1.094960433152853,0.1
0.7959183673469387,1.0162432319866728,0.1
0.8163265306122448,0.933361099541858,0.1
0.836734693877551,0.8463140358184094,0.1
0.8571428571428571,0.7551020408163267,0.1
0.8775510204081632,0.6597251145356102,0.1
0.8979591836734693,0.5601832569762605,0.1
0.9183673469387754,0.45647646813827614,0.1
0.9387755102040816,0.348604748021658,0.1
0.9591836734693877,0.23656809662640588,0.1
0.9795918367346939,0.12036651395251996,0.1
1.0,0.0,0.1
