x,y,L
0.0,1.0,-6.0
0.02040816326530612,0.9196168263223656,-6.0
0.04081632653061224,0.8417326114119117,-6.0
0.061224489795918366,0.7663473552686381,-6.0
0.08163265306122448,0.6934610578925449,-6.0
0.1020408163265306,0.6230737192836319,-6.0
0.12244897959183673,0.5551853394418993,-6.0
0.14285714285714285,0.4897959183673469,-6.0
0.16326530612244897,0.426905456059975,-6.0
0.18367346938775508,0.36651395251978347,-6.0
0.2040816326530612,0.30862140774677227,-6.0
0.22448979591836732,0.2532278217409414,-6.0
0.24489795918367346,0.2003331945022907,-6.0
0.26530612244897955,0.14993752603082056,-6.0
0.2857142857142857,0.10204081632653073,-6.0
0.3061224489795918,0.05664306538942121,-6.0
0.32653061224489793,0.013744273219491898,-6.0
0.3469387755102041,-0.02665556018325721,-6.0
0.36734693877551017,-0.06455643481882545,-6.0
0.3877551020408163,-0.09995835068721348,-6.0
0.4081632653061224,-0.1328613077884213,-6.0
0.42857142857142855,-0.16326530612244894,-6.0
0.44897959183673464,-0.19117034568929614,-6.0
0.4693877551020408,-0.21657642648896291,-6.0
0.4897959183673469,-0.23948354852144949,-6.0
0.5102040816326531,-0.2598917117867554,-6.0
0.5306122448979591,-0.27780091628488135,-6.0
0.5510204081632653,-0.29321116201582664,-6.0
0.5714285714285714,-0.30612244897959173,-6.0
0.5918367346938775,-0.3165347771761766,-6.0
0.6122448979591836,-0.32444814660558086,-6.0
0.6326530612244897,-0.3298625572678051,-6.0
0.6530612244897959,-0.3327780091628487,-6.0
0.673469387755102,-0.33319450229071235,-6.0
0.6938775510204082,-0.3311120366513951,-6.0
0.7142857142857142,-0.3265306122448979,-6.0
0.7346938775510203,-0.31945022907122045,-6.0
0.7551020408163265,-0.30987088713036237,-6.0
0.7755102040816326,-0.2977925864223241,-6.0
0.7959183673469387,-0.2832153269471054,-6.0
0.8163265306122448,-0.2661391087047065,-6.0
0.836734693877551,-0.24656393169512691,-6.0
0.8571428571428571,-0.2244897959183676,-6.0
0.8775510204081632,-0.19991670137442719,-6.0
0.8979591836734693,-0.17284464806330702,-6.0
0.9183673469387754,-0.14327363598500642,-6.0
0.9387755102040816,-0.1112036651395254,-6.0
0.9591836734693877,-0.07663473552686395,-6.0
0.9795918367346939,-0.03956684714702208,-6.0
1.0,0.0,-6.0
0.0,1.0,-4.0
0.02040816326530612,0.9396084964598084,-4.0
0.04081632653061224,0.8808829654310704,-4.0
0.061224489795918366,0.823823406913786,-4.0
0.08163265306122448,0.7684298209079551,-4.0
0.1020408163265306,0.7147022074135777,-4.0
0.12244897959183673,0.6626405664306539,-4.0
0.14285714285714285,0.6122448979591837,-4.0
0.16326530612244897,0.563515201999167,-4.0
0.18367346938775508,0.516451478550604,-4.0
0.2040816326530612,0.4710537276134944,-4.0
0.22448979591836732,0.4273219491878385,-4.0
0.24489795918367346,0.385256143273636,-4.0
0.26530612244897955,0.3448563098708872,-4.0
0.2857142857142857,0.30612244897959184,-4.0
0.3061224489795918,0.2690545605997502,-4.0
0.32653061224489793,0.23365264473136194,-4.0
0.3469387755102041,0.1999167013744273,-4.0
0.36734693877551017,0.16784673052894628,-4.0
0.3877551020408163,0.13744273219491876,-4.0
0.4081632653061224,0.10870470637234497,-4.0
0.42857142857142855,0.08163265306122458,-4.0
0.44897959183673464,0.056226572261557806,-4.0
0.4693877551020408,0.032486463973344426,-4.0
0.4897959183673469,0.010412328196584886,-4.0
0.5102040816326531,-0.009995835068721481,-4.0
0.5306122448979591,-0.028738025822573787,-4.0
0.5510204081632653,-0.04581424406497292,-4.0
0.5714285714285714,-0.061224489795918435,-4.0
0.5918367346938775,-0.07496876301541033,-4.0
0.6122448979591836,-0.08704706372344861,-4.0
0.6326530612244897,-0.09745939192003328,-4.0
0.6530612244897959,-0.10620574760516455,-4.0
0.673469387755102,-0.1132861307788422,-4.0
0.6938775510204082,-0.11870054144106623,-4.0
0.7142857142857142,-0.12244897959183665,-4.0
0.7346938775510203,-0.12453144523115367,-4.0
0.7551020408163265,-0.12494793835901707,-4.0
0.7755102040816326,-0.12369845897542686,-4.0
0.7959183673469387,-0.12078300708038325,-4.0
0.8163265306122448,-0.1162015826738858,-4.0
0.836734693877551,-0.10995418575593496,-4.0
0.8571428571428571,-0.10204081632653073,-4.0
0.8775510204081632,-0.09246147438567265,-4.0
0.8979591836734693,-0.08121615993336118,-4.0
0.9183673469387754,-0.06830487296959609,-4.0
0.9387755102040816,-0.05372761349437738,-4.0
0.9591836734693877,-0.037484381507705056,-4.0
0.9795918367346939,-0.019575177009579336,-4.0
1.0,0.0,-4.0
0.0,1.0,-2.0
0.02040816326530612,0.9596001665972511,-2.0
0.04081632653061224,0.920033319450229,-2.0
0.061224489795918366,0.8812994585589338,-2.0
0.08163265306122448,0.8433985839233653,-2.0
0.1020408163265306,0.8063306955435235,-2.0
0.12244897959183673,0.7700957934194086,-2.0
0.14285714285714285,0.7346938775510203,-2.0
0.16326530612244897,0.7001249479383591,-2.0
0.18367346938775508,0.6663890045814245,-2.0
0.2040816326530612,0.6334860474802166,-2.0
0.22448979591836732,0.6014160766347356,-2.0
0.24489795918367346,0.5701790920449813,-2.0
0.26530612244897955,0.5397750937109538,-2.0
0.2857142857142857,0.5102040816326531,-2.0
0.3061224489795918,0.4814660558100792,-2.0
0.32653061224489793,0.453561016243232,-2.0
0.3469387755102041,0.4264889629321116,-2.0
0.36734693877551017,0.4002498958767181,-2.0
0.3877551020408163,0.3748438150770512,-2.0
0.4081632653061224,0.35027072053311126,-2.0
0.42857142857142855,0.326530612244898,-2.0
0.44897959183673464,0.30362349021241164,-2.0
0.4693877551020408,0.28154935443565177,-2.0
0.4897959183673469,0.2603082049146189,-2.0
0.5102040816326531,0.23990004164931267,-2.0
0.5306122448979591,0.22032486463973355,-2.0
0.5510204081632653,0.20158267388588091,-2.0
0.5714285714285714,0.18367346938775508,-2.0
0.5918367346938775,0.16659725114535606,-2.0
0.6122448979591836,0.15035401915868385,-2.0
0.6326530612244897,0.13494377342773856,-2.0
0.6530612244897959,0.12036651395251974,-2.0
0.673469387755102,0.10662224073302795,-2.0
0.6938775510204082,0.09371095376926275,-2.0
0.7142857142857142,0.08163265306122458,-2.0
0.7346938775510203,0.070387338608913,-2.0
0.7551020408163265,0.05997501041232822,-2.0
0.7755102040816326,0.050395668471470256,-2.0
0.7959183673469387,0.04164931278633899,-2.0
0.8163265306122448,0.03373594335693475,-2.0
0.836734693877551,0.026655560183256877,-2.0
0.8571428571428571,0.020408163265306256,-2.0
0.8775510204081632,0.014993752603082,-2.0
0.8979591836734693,0.010412328196584775,-2.0
0.9183673469387754,0.006663890045814247,-2.0
0.9387755102040816,0.0037484381507705278,-2.0
0.9591836734693877,0.0016659725114536172,-2.0
0.9795918367346939,0.0004164931278634043,-2.0
1.0,0.0,-2.0
0.0,1.0,0.0
0.02040816326530612,0.9795918367346939,0.0
0.04081632653061224,0.9591836734693877,0.0
0.061224489795918366,0.9387755102040817,0.0
0.08163265306122448,0.9183673469387755,0.0
0.1020408163265306,0.8979591836734694,0.0
0.12244897959183673,0.8775510204081632,0.0
0.14285714285714285,0.8571428571428572,0.0
0.16326530612244897,0.8367346938775511,0.0
0.18367346938775508,0.8163265306122449,0.0
0.2040816326530612,0.7959183673469388,0.0
0.22448979591836732,0.7755102040816326,0.0
0.24489795918367346,0.7551020408163265,0.0
0.26530612244897955,0.7346938775510204,0.0
0.2857142857142857,0.7142857142857143,0.0
0.3061224489795918,0.6938775510204083,0.0
0.32653061224489793,0.6734693877551021,0.0
0.3469387755102041,0.653061224489796,0.0
0.36734693877551017,0.6326530612244898,0.0
0.3877551020408163,0.6122448979591837,0.0
0.4081632653061224,0.5918367346938775,0.0
0.42857142857142855,0.5714285714285714,0.0
0.44897959183673464,0.5510204081632654,0.0
0.4693877551020408,0.5306122448979592,0.0
0.4897959183673469,0.5102040816326531,0.0
0.5102040816326531,0.4897959183673469,0.0
0.5306122448979591,0.4693877551020409,0.0
0.5510204081632653,0.44897959183673475,0.0
0.5714285714285714,0.4285714285714286,0.0
0.5918367346938775,0.40816326530612246,0.0
0.6122448979591836,0.3877551020408164,0.0
0.6326530612244897,0.3673469387755103,0.0
0.6530612244897959,0.34693877551020413,0.0
0.673469387755102,0.326530612244898,0.0
0.6938775510204082,0.30612244897959184,0.0
0.7142857142857142,0.2857142857142858,0.0
0.7346938775510203,0.26530612244897966,0.0
0.7551020408163265,0.24489795918367352,0.0
0.7755102040816326,0.22448979591836737,0.0
0.7959183673469387,0.20408163265306134,0.0
0.8163265306122448,0.1836734693877552,0.0
0.836734693877551,0.16326530612244905,0.0
0.8571428571428571,0.1428571428571429,0.0
0.8775510204081632,0.12244897959183676,0.0
0.8979591836734693,0.10204081632653073,0.0
0.9183673469387754,0.08163265306122458,0.0
0.9387755102040816,0.061224489795918435,0.0
0.9591836734693877,0.04081632653061229,0.0
0.9795918367346939,0.020408163265306145,0.0
1.0,0.0,0.0
0.0,1.0,2.0
0.02040816326530612,0.9995835068721366,2.0
0.04081632653061224,0.9983340274885464,2.0
0.061224489795918366,0.9962515618492295,2.0
0.08163265306122448,0.9933361099541858,2.0
0.1020408163265306,0.9895876718034152,2.0
0.12244897959183673,0.985006247396918,2.0
0.14285714285714285,0.9795918367346939,2.0
0.16326530612244897,0.973344439816743,2.0
0.18367346938775508,0.9662640566430654,2.0
0.2040816326530612,0.958350687213661,2.0
0.22448979591836732,0.9496043315285297,2.0
0.24489795918367346,0.9400249895876718,2.0
0.26530612244897955,0.9296126613910871,2.0
0.2857142857142857,0.9183673469387755,2.0
0.3061224489795918,0.9062890462307372,2.0
0.32653061224489793,0.8933777592669722,2.0
0.3469387755102041,0.8796334860474803,2.0
0.36734693877551017,0.8650562265722616,2.0
0.3877551020408163,0.8496459808413162,2.0
0.4081632653061224,0.8334027488546439,2.0
0.42857142857142855,0.8163265306122449,2.0
0.44897959183673464,0.7984173261141192,2.0
0.4693877551020408,0.7796751353602666,2.0
0.4897959183673469,0.7600999583506872,2.0
0.5102040816326531,0.7396917950853811,2.0
0.5306122448979591,0.7184506455643482,2.0
0.5510204081632653,0.6963765097875886,2.0
0.5714285714285714,0.6734693877551021,2.0
0.5918367346938775,0.6497292794668887,2.0
0.6122448979591836,0.6251561849229489,2.0
0.6326530612244897,0.599750104123282,2.0
0.6530612244897959,0.5735110370678884,2.0
0.673469387755102,0.546438983756768,2.0
0.6938775510204082,0.5185339441899208,2.0
0.7142857142857142,0.48979591836734704,2.0
0.7346938775510203,0.46022490628904633,2.0
0.7551020408163265,0.4298209079550188,2.0
0.7755102040816326,0.3985839233652645,2.0
